Date,Infrastructure_Machineries,Daily_Sales _Percentage,Daily_Sales_Quantity,Market_Share,Political,Marketing,Budget,Customer_Id,Region
2019-02-17,Tele Handlers ,0.0378373,50,35,1,1,5000.56,CUST00288,Roymouth
2019-02-18,Backhoe Loader,0.03203027,3578,35000,1,1,5000.56,CUST00289,New Kevinton
2019-02-18,Excavators(crawler),0.03203027,71,35,1,1,5000.56,CUST00290,South Melissatown
2019-02-18,Loaders (Wheeled),0.03203027,64,35,1,1,5000.56,CUST00291,East Brenda
2019-02-18,Skid Steer Loaders,0.03203027,71,35,1,1,5000.56,CUST00292,Jenniferport
2019-02-18,Compactors,0.03203027,52,35,1,1,5000.56,CUST00293,East Steven
2019-02-18,Tele Handlers ,0.03203027,79,35,1,1,5000.56,CUST00294,Brittanyside
2019-02-19,Backhoe Loader,0.029959176,70,35,1,1,5000.56,CUST00295,North Debra
2019-02-19,Excavators(crawler),0.029959176,58,35,1,1,5000.56,CUST00296,Port Francisco
2019-02-19,Loaders (Wheeled),0.029959176,49,35,1,1,5000.56,CUST00297,Castanedamouth
2019-02-19,Skid Steer Loaders,0.029959176,64,35,1,1,5000.56,CUST00298,South Robertstad
2019-02-19,Compactors,0.029959176,67,35,1,1,5000.56,CUST00299,Port Alanview
2019-02-19,Tele Handlers ,0.029959176,88,35,1,1,5000.56,CUST00300,Alexanderton
2019-02-19,Backhoe Loader,-0.034874042,35,35,1,1,5000.56,CUST00301,North Theresahaven
2019-02-20,Excavators(crawler),0.034874042,74,35,1,1,5000.56,CUST00302,New Danielle
2019-02-20,Loaders (Wheeled),0.034874042,60,35,1,1,5000.56,CUST00303,Port Tiffanyshire
2019-02-20,Skid Steer Loaders,0.034874042,66,35,1,1,5000.56,CUST00304,West Andrewmouth
2019-02-20,Compactors,0.034874042,63,35,1,1,5000.56,CUST00305,Vaughnfurt
2019-02-20,Tele Handlers ,0.034874042,65,35,1,1,5000.56,CUST00306,East Joseburgh
2019-02-21,Backhoe Loader,0.02726277,3573,35000,1,1,5000.56,CUST00307,Port Lucasfurt
2019-02-21,Excavators(crawler),0.02726277,65,35,1,1,5000.56,CUST00308,Pearsonside
2019-02-21,Loaders (Wheeled),0.02726277,53,35,1,1,5000.56,CUST00309,Roseville
2019-02-21,Skid Steer Loaders,0.02726277,57,35,1,1,5000.56,CUST00310,Port Mindy
2019-02-21,Compactors,0.02726277,56,35,1,1,5000.56,CUST00311,Ritterton
2019-02-21,Tele Handlers ,0.02726277,78,35,1,1,5000.56,CUST00312,North Linda
2019-02-22,Backhoe Loader,0.029110823,64,35,1,1,5000.56,CUST00313,North Kristinborough
2019-02-22,Excavators(crawler),0.029110823,57,35,1,1,5000.56,CUST00314,Henryfurt
2019-02-22,Loaders (Wheeled),0.029110823,64,35,1,1,5000.56,CUST00315,Port Ashley
2019-02-22,Skid Steer Loaders,0.029110823,69,35,1,1,5000.56,CUST00316,North Ginamouth
2019-02-22,Compactors,0.029110823,80,35,1,1,5000.56,CUST00317,Joshuaport
2019-02-22,Tele Handlers ,0.029110823,51,35,1,1,5000.56,CUST00318,Campbellton
2019-02-23,Backhoe Loader,0.027370308,65,35,1,1,5000.56,CUST00319,Anthonymouth
2019-02-23,Excavators(crawler),0.027370308,51,35,1,1,5000.56,CUST00320,New Bettyville
2019-02-23,Loaders (Wheeled),-0.027370308,46,35,1,1,5000.56,CUST00321,Bennettville
2019-02-23,Skid Steer Loaders,0.027370308,59,35,1,1,5000.56,CUST00322,Port Nancyland
2019-02-23,Compactors,0.027370308,55,35,1,1,5000.56,CUST00323,Anthonyborough
2019-02-23,Tele Handlers ,0.027370308,65,35,1,1,5000.56,CUST00324,Vasquezstad
2019-02-24,Backhoe Loader,0.033687145,3551,35000,1,1,5000.56,CUST00325,New Margaret
2019-02-24,Excavators(crawler),0.033687145,56,35,1,1,5000.56,CUST00326,North Amyview
2019-02-24,Loaders (Wheeled),0.033687145,76,35,1,1,5000.56,CUST00327,Christopherbury
2019-02-24,Skid Steer Loaders,0.033687145,69,35,1,1,5000.56,CUST00328,Matthewhaven
2019-02-24,Compactors,0.033687145,64,35,1,1,5000.56,CUST00329,Port Christopherburgh
2019-02-24,Tele Handlers ,0.033687145,75,35,1,1,5000.56,CUST00330,Amberhaven
2019-02-24,Backhoe Loader,0.037494772,79,35,1,1,5000.56,CUST00331,Shawnmouth
2019-02-25,Excavators(crawler),0.037494772,92,35,1,1,5000.56,CUST00332,South Jeffery
2019-02-25,Loaders (Wheeled),0.037494772,77,35,1,1,5000.56,CUST00333,Jacobshaven
2019-02-25,Skid Steer Loaders,0.037494772,82,35,1,1,5000.56,CUST00334,West Cheryl
2019-02-25,Compactors,0.037494772,66,35,1,1,5000.56,CUST00335,Hoffmanbury
2019-02-25,Tele Handlers ,0.037494772,68,35,1,1,5000.56,CUST00336,North Edwardbury
2019-02-26,Backhoe Loader,0.035355969,69,35,1,1,5000.56,CUST00337,West Jamesstad
2019-02-26,Excavators(crawler),0.035355969,86,35,1,1,5000.56,CUST00338,New Jennifer
2019-02-26,Loaders (Wheeled),0.035355969,87,35,1,1,5000.56,CUST00339,Olivertown
2019-02-26,Skid Steer Loaders,0.035355969,74,35,1,1,5000.56,CUST00340,Tiffanyfurt
2019-02-26,Compactors,-0.035355969,34,35,1,1,5000.56,CUST00341,South Jonathanside
2019-02-26,Tele Handlers ,0.035355969,57,35,1,1,5000.56,CUST00342,Lake Martha
2019-02-27,Backhoe Loader,0.036180424,3561,35000,1,1,5000.56,CUST00343,Lake Charlesport
2019-02-27,Excavators(crawler),0.036180424,79,35,1,1,5000.56,CUST00344,Jonestown
2019-02-27,Loaders (Wheeled),0.036180424,81,35,1,1,5000.56,CUST00345,Nicholasfort
2019-02-27,Skid Steer Loaders,0.036180424,74,35,1,1,5000.56,CUST00346,Edwardsmouth
2019-02-27,Compactors,0.036180424,64,35,1,1,5000.56,CUST00347,Crystalfurt
2019-02-27,Tele Handlers ,0.036180424,77,35,1,1,5000.56,CUST00348,New Katherineside
2019-02-28,Backhoe Loader,0.039784925,83,35,1,1,5000.56,CUST00349,East Melissaberg
2019-02-28,Excavators(crawler),0.039784925,65,35,1,1,5000.56,CUST00350,West Richard
2019-02-28,Loaders (Wheeled),0.039784925,75,35,1,1,5000.56,CUST00351,East Donald
2019-02-28,Skid Steer Loaders,0.039784925,71,35,1,1,5000.56,CUST00352,Desireechester
2019-02-28,Compactors,0.039784925,72,35,1,1,5000.56,CUST00353,Tracyburgh
2019-02-28,Tele Handlers ,0.039784925,88,35,1,1,5000.56,CUST00354,Floydmouth
2019-03-01,Backhoe Loader,0.034463806,68,35,1,1,5078.56,CUST00355,New Jessica
2019-03-01,Excavators(crawler),0.034463806,66,35,1,1,5078.56,CUST00356,Alexiston
2019-03-01,Loaders (Wheeled),0.034463806,74,35,1,1,5078.56,CUST00357,Crosbybury
2019-03-01,Skid Steer Loaders,0.034463806,71,35,1,1,5078.56,CUST00358,Sophiafort
2019-03-01,Compactors,0.034463806,103,35,1,1,5078.56,CUST00359,Lindsayfurt
2019-03-01,Tele Handlers ,0.034463806,70,35,1,1,5078.56,CUST00360,Pricechester
2019-03-01,Backhoe Loader,-0.038629891,3534,35000,1,1,5078.56,CUST00361,Paynestad
2019-03-02,Excavators(crawler),0.038629891,71,35,1,1,5078.56,CUST00362,Lake James
2019-03-02,Loaders (Wheeled),0.038629891,81,35,1,1,5078.56,CUST00363,Port William
2019-03-02,Skid Steer Loaders,0.038629891,69,35,1,1,5078.56,CUST00364,New Jeffreyside
2019-03-02,Compactors,0.038629891,79,35,1,1,5078.56,CUST00365,Port John
2019-03-02,Tele Handlers ,0.038629891,94,35,1,1,5078.56,CUST00366,Robertfurt
2019-03-03,Backhoe Loader,0.025637758,83,35,1,1,5078.56,CUST00367,Tylerhaven
2019-03-03,Excavators(crawler),0.025637758,72,35,1,1,5078.56,CUST00368,Lake Christopherburgh
2019-03-03,Loaders (Wheeled),0.025637758,70,35,1,1,5078.56,CUST00369,Mauriceshire
2019-03-03,Skid Steer Loaders,0.025637758,67,35,1,1,5078.56,CUST00370,Lake Sydney
2019-03-03,Compactors,0.025637758,77,35,1,1,5078.56,CUST00371,North Jeremy
2019-03-03,Tele Handlers ,0.025637758,64,35,1,1,5078.56,CUST00372,Combsfort
2019-03-04,Backhoe Loader,0.028812108,62,35,1,1,5078.56,CUST00373,East Joshua
2019-03-04,Excavators(crawler),0.028812108,84,35,1,1,5078.56,CUST00374,New Sarah
2019-03-04,Loaders (Wheeled),0.028812108,59,35,1,1,5078.56,CUST00375,West Jeffreyborough
2019-03-04,Skid Steer Loaders,0.028812108,61,35,1,1,5078.56,CUST00376,Robertsburgh
2019-03-04,Compactors,0.028812108,67,35,1,1,5078.56,CUST00377,Sydneyhaven
2019-03-04,Tele Handlers ,0.028812108,58,35,1,1,5078.56,CUST00378,Port Nicholeville
2019-03-05,Backhoe Loader,0.03216967,3557,35000,1,1,5078.56,CUST00379,North Juliemouth
2019-03-05,Excavators(crawler),0.03216967,62,35,1,1,5078.56,CUST00380,Timside
2019-03-05,Loaders (Wheeled),-0.03216967,32,35,1,1,5078.56,CUST00381,Lisaberg
2019-03-05,Skid Steer Loaders,0.03216967,76,35,1,1,5078.56,CUST00382,Walshburgh
2019-03-05,Compactors,0.03216967,69,35,1,1,5078.56,CUST00383,Raybury
2019-03-05,Tele Handlers ,0.03216967,76,35,1,1,5078.56,CUST00384,Justinburgh
2019-03-06,Backhoe Loader,0.030429155,79,35,1,1,5078.56,CUST00385,New Nataliebury
2019-03-06,Excavators(crawler),0.030429155,87,35,1,1,5078.56,CUST00386,Port Miketon
2019-03-06,Loaders (Wheeled),0.030429155,89,35,1,1,5078.56,CUST00387,Welchfurt
2019-03-06,Skid Steer Loaders,0.030429155,72,35,1,1,5078.56,CUST00388,Kingberg
2019-03-06,Compactors,0.030429155,59,35,1,1,5078.56,CUST00389,New Ashley
2019-03-06,Tele Handlers ,0.030429155,85,35,1,1,5078.56,CUST00390,Darrylshire
2019-03-06,Backhoe Loader,0.032918451,76,35,1,1,5078.56,CUST00391,North Lesliebury
2019-03-07,Excavators(crawler),0.032918451,86,35,1,1,5078.56,CUST00392,Joelhaven
2019-03-07,Loaders (Wheeled),0.032918451,79,35,1,1,5078.56,CUST00393,Justinfurt
2019-03-07,Skid Steer Loaders,0.032918451,81,35,1,1,5078.56,CUST00394,Gallaghershire
2019-03-07,Compactors,0.032918451,67,35,1,1,5078.56,CUST00395,Colemantown
2019-03-07,Tele Handlers ,0.032918451,70,35,1,1,5078.56,CUST00396,Alitown
2019-03-08,Backhoe Loader,0.029616648,3569,35000,1,1,5078.56,CUST00397,Lake Margaret
2019-03-08,Excavators(crawler),0.029616648,52,35,1,1,5078.56,CUST00398,Joannastad
2019-03-08,Loaders (Wheeled),0.029616648,59,35,1,1,5078.56,CUST00399,New Alexandria
2019-03-08,Skid Steer Loaders,0.029616648,78,35,1,1,5078.56,CUST00400,North Vanessa
2019-03-08,Compactors,-0.029616648,47,35,1,1,5078.56,CUST00401,Patriciaview
2019-03-08,Tele Handlers ,0.029616648,77,35,1,1,5078.56,CUST00402,Port Williamfort
2019-03-09,Backhoe Loader,0.024112317,77,35,1,1,5078.56,CUST00403,Port Jessica
2019-03-09,Excavators(crawler),0.024112317,58,35,1,1,5078.56,CUST00404,Whiteberg
2019-03-09,Loaders (Wheeled),0.024112317,66,35,1,1,5078.56,CUST00405,Port Timothyborough
2019-03-09,Skid Steer Loaders,0.024112317,66,35,1,1,5078.56,CUST00406,North Suzannestad
2019-03-09,Compactors,0.024112317,66,35,1,1,5078.56,CUST00407,West Russellview
2019-03-09,Tele Handlers ,0.024112317,73,35,1,1,5078.56,CUST00408,Port Derek
2019-03-10,Backhoe Loader,0.0310465,61,35,1,1,5078.56,CUST00409,Starkhaven
2019-03-10,Excavators(crawler),0.0310465,90,35,1,1,5078.56,CUST00410,Cherylton
2019-03-10,Loaders (Wheeled),0.0310465,54,35,1,1,5078.56,CUST00411,East Lisa
2019-03-10,Skid Steer Loaders,0.0310465,65,35,1,1,5078.56,CUST00412,East Jonathanland
2019-03-10,Compactors,0.0310465,67,35,1,1,5078.56,CUST00413,South Phyllishaven
2019-03-10,Tele Handlers ,0.0310465,59,35,1,1,5078.56,CUST00414,Lake Johnchester
2019-03-11,Backhoe Loader,0.037721796,3571,35000,1,1,5078.56,CUST00415,Williamsview
2019-03-11,Excavators(crawler),0.037721796,70,35,1,1,5078.56,CUST00416,New Brittanymouth
2019-03-11,Loaders (Wheeled),0.037721796,61,35,1,1,5078.56,CUST00417,Elizabethton
2019-03-11,Skid Steer Loaders,0.037721796,68,35,1,1,5078.56,CUST00418,Port Waynemouth
2019-03-11,Compactors,0.037721796,83,35,1,1,5078.56,CUST00419,Leechester
2019-03-11,Tele Handlers ,0.037721796,64,35,1,1,5078.56,CUST00420,New Mollyshire
2019-03-11,Backhoe Loader,-0.035710445,30,35,1,1,5078.56,CUST00421,South Haley
2019-03-12,Excavators(crawler),0.035710445,59,35,1,1,5078.56,CUST00422,Paulport
2019-03-12,Loaders (Wheeled),0.035710445,59,35,1,1,5078.56,CUST00423,South Bruceborough
2019-03-12,Skid Steer Loaders,0.035710445,78,35,1,1,5078.56,CUST00424,Quinnfort
2019-03-12,Compactors,0.035710445,74,35,1,1,5078.56,CUST00425,Jonesberg
2019-03-12,Tele Handlers ,0.035710445,80,35,1,1,5078.56,CUST00426,South Courtney
2019-03-13,Backhoe Loader,0.028760331,61,35,1,1,5078.56,CUST00427,New Teresabury
2019-03-13,Excavators(crawler),0.028760331,72,35,1,1,5078.56,CUST00428,East Aaronburgh
2019-03-13,Loaders (Wheeled),0.028760331,57,35,1,1,5078.56,CUST00429,Courtneyfurt
2019-03-13,Skid Steer Loaders,0.028760331,57,35,1,1,5078.56,CUST00430,Port Daniel
2019-03-13,Compactors,0.028760331,77,35,1,1,5078.56,CUST00431,New David
2019-03-13,Tele Handlers ,0.028760331,79,35,1,1,5078.56,CUST00432,Gilesview
2019-03-14,Backhoe Loader,0.026968037,3558,35000,1,1,5078.56,CUST00433,Wardfort
2019-03-14,Excavators(crawler),0.026968037,80,35,1,1,5078.56,CUST00434,Port Natalie
2019-03-14,Loaders (Wheeled),0.026968037,72,35,1,1,5078.56,CUST00435,Jasonside
2019-03-14,Skid Steer Loaders,0.026968037,70,35,1,1,5078.56,CUST00436,Lake Shane
2019-03-14,Compactors,0.026968037,80,35,1,1,5078.56,CUST00437,North Jennyton
2019-03-14,Tele Handlers ,0.026968037,74,35,1,1,5078.56,CUST00438,Lake Normabury
2019-03-15,Backhoe Loader,0.030620333,70,35,1,1,5078.56,CUST00439,Port Robertport
2019-03-15,Excavators(crawler),0.030620333,67,35,1,1,5078.56,CUST00440,East Lindseymouth
2019-03-15,Loaders (Wheeled),-0.030620333,42,35,1,1,5078.56,CUST00441,East Destinybury
2019-03-15,Skid Steer Loaders,0.030620333,70,35,1,1,5078.56,CUST00442,Port Dennis
2019-03-15,Compactors,0.030620333,71,35,1,1,5078.56,CUST00443,Ramseyberg
2019-03-15,Tele Handlers ,0.030620333,79,35,1,1,5078.56,CUST00444,Morganbury
2019-03-16,Backhoe Loader,0.032464403,59,35,1,1,5078.56,CUST00445,South Jeremy
2019-03-16,Excavators(crawler),0.032464403,76,35,1,1,5078.56,CUST00446,East Andreview
2019-03-16,Loaders (Wheeled),0.032464403,70,35,1,1,5078.56,CUST00447,Lambertfurt
2019-03-16,Skid Steer Loaders,0.032464403,73,35,1,1,5078.56,CUST00448,Lisaport
2019-03-16,Compactors,0.032464403,96,35,1,1,5078.56,CUST00449,Powellmouth
2019-03-16,Tele Handlers ,0.032464403,79,35,1,1,5078.56,CUST00450,Port Jeffrey
2019-03-16,Backhoe Loader,0.0378373,3565,35000,1,1,5078.56,CUST00451,Mariaburgh
2019-03-17,Excavators(crawler),0.0378373,67,35,1,1,5078.56,CUST00452,Suttonfurt
2019-03-17,Loaders (Wheeled),0.0378373,72,35,1,1,5078.56,CUST00453,Nelsonport
2019-03-17,Skid Steer Loaders,0.0378373,75,35,1,1,5078.56,CUST00454,South Tammy
2019-03-17,Compactors,0.0378373,69,35,1,1,5078.56,CUST00455,New Nicole
2019-03-17,Tele Handlers ,0.0378373,59,35,1,1,5078.56,CUST00456,Port Shanehaven
2019-03-18,Backhoe Loader,0.03203027,55,35,1,1,5078.56,CUST00457,East Donnachester
2019-03-18,Excavators(crawler),0.03203027,83,35,1,1,5078.56,CUST00458,Randyville
2019-03-18,Loaders (Wheeled),0.03203027,56,35,1,1,5078.56,CUST00459,Walkerview
2019-03-18,Skid Steer Loaders,0.03203027,73,35,1,1,5078.56,CUST00460,South Soniatown
2019-03-18,Compactors,-0.03203027,53,35,1,1,5078.56,CUST00461,Carolyntown
2019-03-18,Tele Handlers ,0.03203027,80,35,1,1,5078.56,CUST00462,New Melissaborough
2019-03-19,Backhoe Loader,0.029959176,55,35,1,1,5078.56,CUST00463,Josephstad
2019-03-19,Excavators(crawler),0.029959176,78,35,1,1,5078.56,CUST00464,Port Jeffery
2019-03-19,Loaders (Wheeled),0.029959176,69,35,1,1,5078.56,CUST00465,Rileyburgh
2019-03-19,Skid Steer Loaders,0.029959176,61,35,1,1,5078.56,CUST00466,West Jessicafurt
2019-03-19,Compactors,0.029959176,61,35,1,1,5078.56,CUST00467,Nicholasport
2019-03-19,Tele Handlers ,0.029959176,60,35,1,1,5078.56,CUST00468,East Richardmouth
2019-03-20,Backhoe Loader,0.034874042,3565,35000,1,1,5078.56,CUST00469,Welchland
2019-03-20,Excavators(crawler),0.034874042,55,35,1,1,5078.56,CUST00470,Lake Cassandrabury
2019-03-20,Loaders (Wheeled),0.034874042,66,35,1,1,5078.56,CUST00471,Khanfort
2019-03-20,Skid Steer Loaders,0.034874042,82,35,1,1,5078.56,CUST00472,New Joshuaburgh
2019-03-20,Compactors,0.034874042,67,35,1,1,5078.56,CUST00473,Lake Timothybury
2019-03-20,Tele Handlers ,0.034874042,74,35,1,1,5078.56,CUST00474,Michaelton
2019-03-21,Backhoe Loader,0.02726277,60,35,1,1,5078.56,CUST00475,Boylemouth
2019-03-21,Excavators(crawler),0.02726277,67,35,1,1,5078.56,CUST00476,East Mario
2019-03-21,Loaders (Wheeled),0.02726277,69,35,1,1,5078.56,CUST00477,Davisview
2019-03-21,Skid Steer Loaders,0.02726277,60,35,1,1,5078.56,CUST00478,Shannonhaven
2019-03-21,Compactors,0.02726277,55,35,1,1,5078.56,CUST00479,Douglaschester
2019-03-21,Tele Handlers ,0.02726277,73,35,1,1,5078.56,CUST00480,Shannonburgh
2019-03-21,Backhoe Loader,-0.029110823,41,35,1,1,5078.56,CUST00481,Jenniferfurt
2019-03-22,Excavators(crawler),0.029110823,75,35,1,1,5078.56,CUST00482,North Laurenberg
2019-03-22,Loaders (Wheeled),0.029110823,61,35,1,1,5078.56,CUST00483,Port Chasemouth
2019-03-22,Skid Steer Loaders,0.029110823,48,35,1,1,5078.56,CUST00484,Joshuaberg
2019-03-22,Compactors,0.029110823,70,35,1,1,5078.56,CUST00485,New Rodney
2019-03-22,Tele Handlers ,0.029110823,91,35,1,1,5078.56,CUST00486,Lake Jeremyton
2019-03-23,Backhoe Loader,0.027370308,3545,35000,1,1,5078.56,CUST00487,North Kathrynton
2019-03-23,Excavators(crawler),0.027370308,69,35,1,1,5078.56,CUST00488,Scottburgh
2019-03-23,Loaders (Wheeled),0.027370308,83,35,1,1,5078.56,CUST00489,South John
2019-03-23,Skid Steer Loaders,0.027370308,64,35,1,1,5078.56,CUST00490,South Paul
2019-03-23,Compactors,0.027370308,74,35,1,1,5078.56,CUST00491,North Saraville
2019-03-23,Tele Handlers ,0.027370308,71,35,1,1,5078.56,CUST00492,Oliverstad
2019-03-24,Backhoe Loader,0.033687145,67,35,1,1,5078.56,CUST00493,Ryanshire
2019-03-24,Excavators(crawler),0.033687145,70,35,1,1,5078.56,CUST00494,South Timothyhaven
2019-03-24,Loaders (Wheeled),0.033687145,60,35,1,1,5078.56,CUST00495,Pamelaland
2019-03-24,Skid Steer Loaders,0.033687145,78,35,1,1,5078.56,CUST00496,Port Natalietown
2019-03-24,Compactors,0.033687145,62,35,1,1,5078.56,CUST00497,Rogerschester
2019-03-24,Tele Handlers ,0.033687145,60,35,1,1,5078.56,CUST00498,North Stevenview
2019-03-25,Backhoe Loader,0.037494772,83,35,1,1,5078.56,CUST00499,Burtonborough
2019-03-25,Excavators(crawler),0.037494772,85,35,1,1,5078.56,CUST00500,Michaelstad
2019-03-25,Loaders (Wheeled),-0.037494772,46,35,1,1,5078.56,CUST00501,New Vickieton
2019-03-25,Skid Steer Loaders,0.037494772,55,35,1,1,5078.56,CUST00502,Port Shannonburgh
2019-03-25,Compactors,0.037494772,67,35,1,1,5078.56,CUST00503,West Tinahaven
2019-03-25,Tele Handlers ,0.037494772,67,35,1,1,5078.56,CUST00504,Shawnfurt
2019-03-26,Backhoe Loader,0.035355969,3562,35000,1,1,5078.56,CUST00505,Weaverborough
2019-03-26,Excavators(crawler),0.035355969,68,35,1,1,5078.56,CUST00506,Richardberg
2019-03-26,Loaders (Wheeled),0.035355969,46,35,1,1,5078.56,CUST00507,Deleonmouth
2019-03-26,Skid Steer Loaders,0.035355969,77,35,1,1,5078.56,CUST00508,Collinsland
2019-03-26,Compactors,0.035355969,71,35,1,1,5078.56,CUST00509,Perezburgh
2019-03-26,Tele Handlers ,0.035355969,81,35,1,1,5078.56,CUST00510,Tylerborough
2019-03-26,Backhoe Loader,0.036180424,80,35,1,1,5078.56,CUST00511,West Anna
2019-03-27,Excavators(crawler),0.036180424,71,35,1,1,5078.56,CUST00512,Port Evan
2019-03-27,Loaders (Wheeled),0.036180424,52,35,1,1,5078.56,CUST00513,West Scottport
2019-03-27,Skid Steer Loaders,0.036180424,71,35,1,1,5078.56,CUST00514,Thomasmouth
2019-03-27,Compactors,0.036180424,52,35,1,1,5078.56,CUST00515,Reynoldsmouth
2019-03-27,Tele Handlers ,0.036180424,76,35,1,1,5078.56,CUST00516,Smithshire
2019-03-28,Backhoe Loader,0.039784925,86,35,1,1,5078.56,CUST00517,Coffeyland
2019-03-28,Excavators(crawler),0.039784925,65,35,1,1,5078.56,CUST00518,Kristenview
2019-03-28,Loaders (Wheeled),0.039784925,83,35,1,1,5078.56,CUST00519,East Claireside
2019-03-28,Skid Steer Loaders,0.039784925,64,35,1,1,5078.56,CUST00520,Port Makayla
2019-03-28,Compactors,-0.039784925,28,35,1,1,5078.56,CUST00521,Francisfurt
2019-03-28,Tele Handlers ,0.039784925,70,35,1,1,5078.56,CUST00522,Port Jeremiah
2019-03-29,Backhoe Loader,0.039605696,3561,35000,1,1,5078.56,CUST00523,Luistown
2019-03-29,Excavators(crawler),0.039605696,83,35,1,1,5078.56,CUST00524,Jamesfurt
2019-03-29,Loaders (Wheeled),0.039605696,80,35,1,1,5078.56,CUST00525,New Crystaltown
2019-03-29,Skid Steer Loaders,0.039605696,85,35,1,1,5078.56,CUST00526,West Cindy
2019-03-29,Compactors,0.039605696,60,35,1,1,5078.56,CUST00527,South Susanview
2019-03-29,Tele Handlers ,0.039605696,76,35,1,1,5078.56,CUST00528,Durhamchester
2019-03-30,Backhoe Loader,0.031914767,73,35,1,1,5078.56,CUST00529,Port Donnatown
2019-03-30,Excavators(crawler),0.031914767,55,35,1,1,5078.56,CUST00530,Port Alicia
2019-03-30,Loaders (Wheeled),0.031914767,40,35,1,1,5078.56,CUST00531,Dennisberg
2019-03-30,Skid Steer Loaders,0.031914767,77,35,1,1,5078.56,CUST00532,Dudleymouth
2019-03-30,Compactors,0.031914767,81,35,1,1,5078.56,CUST00533,Tammyport
2019-03-30,Tele Handlers ,0.031914767,70,35,1,1,5078.56,CUST00534,Adamsville
2019-03-31,Backhoe Loader,0.027449965,78,35,1,1,5078.56,CUST00535,East Karentown
2019-03-31,Excavators(crawler),0.027449965,65,35,1,1,5078.56,CUST00536,Marissaberg
2019-03-31,Loaders (Wheeled),0.027449965,68,35,1,1,5078.56,CUST00537,Zavalastad
2019-03-31,Skid Steer Loaders,0.027449965,82,35,1,1,5078.56,CUST00538,Jamesshire
2019-03-31,Compactors,0.027449965,70,35,1,1,5078.56,CUST00539,Davischester
2019-03-31,Tele Handlers ,0.027449965,72,35,1,1,5078.56,CUST00540,North Carolstad
2019-03-31,Backhoe Loader,-0.034463806,3467,35000,1,0,5078.56,CUST00541,Richardfurt
2019-04-01,Excavators(crawler),0.034463806,1,35,1,0,5078.56,CUST00542,North Brianna
2019-04-01,Loaders (Wheeled),0.034463806,36,35,1,0,5078.56,CUST00543,Lake John
2019-04-01,Skid Steer Loaders,0.034463806,9,35,1,0,5078.56,CUST00544,Susanfort
2019-04-01,Compactors,0.034463806,6,35,1,0,5078.56,CUST00545,Amyburgh
2019-04-01,Tele Handlers ,0.034463806,26,35,1,0,5078.56,CUST00546,Stacymouth
2019-04-02,Backhoe Loader,0.038629891,22,35,1,0,5078.56,CUST00547,Port Derrickstad
2019-04-02,Excavators(crawler),0.038629891,39,35,1,0,5078.56,CUST00548,Lake Shirleyport
2019-04-02,Loaders (Wheeled),0.038629891,28,35,1,0,5078.56,CUST00549,Lake Henry
2019-04-02,Skid Steer Loaders,0.038629891,30,35,1,0,5078.56,CUST00550,South Deannaland
2019-04-02,Compactors,0.038629891,7,35,1,0,5078.56,CUST00551,North David
2019-04-02,Tele Handlers ,0.038629891,14,35,1,0,5078.56,CUST00552,South Timothy
2019-04-03,Backhoe Loader,0.025637758,13,35,1,0,5078.56,CUST00553,Castanedaton
2019-04-03,Excavators(crawler),0.025637758,0,35,1,0,5078.56,CUST00554,Hoffmanland
2019-04-03,Loaders (Wheeled),0.025637758,22,35,1,0,5078.56,CUST00555,Petersonton
2019-04-03,Skid Steer Loaders,0.025637758,35,35,1,0,5078.56,CUST00556,East Elizabethville
2019-04-03,Compactors,0.025637758,19,35,1,0,5078.56,CUST00557,Port Keithberg
2019-04-03,Tele Handlers ,0.025637758,-2,35,1,0,5078.56,CUST00558,New Scottchester
2019-04-04,Backhoe Loader,0.028812108,3522,35000,1,0,5078.56,CUST00559,West Anthony
2019-04-04,Excavators(crawler),0.028812108,37,35,1,0,5078.56,CUST00560,Lake Heatherbury
2019-04-04,Loaders (Wheeled),-0.028812108,-17,35,1,0,5078.56,CUST00561,Lauraburgh
2019-04-04,Skid Steer Loaders,0.028812108,19,35,1,0,5078.56,CUST00562,Lisabury
2019-04-04,Compactors,0.028812108,19,35,1,0,5078.56,CUST00563,Port Tannershire
2019-04-04,Tele Handlers ,0.028812108,18,35,1,0,5078.56,CUST00564,Roachport
2019-04-05,Backhoe Loader,0.03216967,10,35,1,0,5078.56,CUST00565,Morrisside
2019-04-05,Excavators(crawler),0.03216967,16,35,1,0,5078.56,CUST00566,Lake Teresaview
2019-04-05,Loaders (Wheeled),0.03216967,24,35,1,0,5078.56,CUST00567,Port Paul
2019-04-05,Skid Steer Loaders,0.03216967,25,35,1,0,5078.56,CUST00568,West Julieburgh
2019-04-05,Compactors,0.03216967,15,35,1,0,5078.56,CUST00569,Lake Mariahtown
2019-04-05,Tele Handlers ,0.03216967,16,35,1,0,5078.56,CUST00570,New Stevenhaven
2019-04-05,Backhoe Loader,0.030429155,16,35,1,0,5078.56,CUST00571,Lake Lindamouth
2019-04-06,Excavators(crawler),0.030429155,23,35,1,0,5078.56,CUST00572,Ashleystad
2019-04-06,Loaders (Wheeled),0.030429155,24,35,1,0,5078.56,CUST00573,West Christopherstad
2019-04-06,Skid Steer Loaders,0.030429155,6,35,1,0,5078.56,CUST00574,Port Dawn
2019-04-06,Compactors,0.030429155,-1,35,1,0,5078.56,CUST00575,Ricestad
