,Un_Named,Date,Infrastructure_Machineries,Daily_Sales _Percentage,Daily_Sales_Quantity,Market_Share,Political,Marketing,Budget,Customer_Id,Region
570,570,,invalid_data,0.030429155,16,35,1,0,5078.56,CUST00571,Lake Lindamouth
571,571,4/6/2019,Excavators(crawler),0.030429155,23,35,1,0,5078.56,CUST00572,Ashleystad
572,572,Loaders (Wheeled),4/6/2019,0.030429155,24,35,1,0,5078.56,CUST00573,West Christopherstad
573,573,4/6/2019,Skid Steer Loaders,0.030429155,6,35,1,0,5078.56,CUST00574,Port Dawn
574,574,4/6/2019,Compactors,0.030429155,-1,35,1,0,5078.56,CUST00575,Ricestad
575,575,3/15/2025,Tele Handlers ,0.030429155,19,35,1,0,5078.56,CUST00576,Reyestown
576,576,4/7/2019,Backhoe Loader,0.032918451,3519,35000,1,0,5078.56,CUST00577,South Thomasborough
577,577,4/7/2019,Excavators(crawler),0.032918451,17,35,1,0,5078.56,CUST00578,South Christina
578,578,4/7/2019,Loaders (Wheeled),0.032918451,21,35,1,0,5078.56,CUST00579,West Bethland
579,579,4/7/2019,Skid Steer Loaders,0.032918451,28,35,1,0,5078.56,CUST00580,Geraldchester
580,580,,Compactors,-0.032918451,-14,35,1,0,5078.56,CUST00581,South Michaelfurt
581,581,4/7/2019,Tele Handlers ,0.032918451,16,35,1,0,5078.56,CUST00582,Kevinstad
582,582,4/8/2019,Backhoe Loader,0.029616648,19,35,1,0,5078.56,CUST00583,Bellbury
583,583,4/8/2019,Excavators(crawler),0.029616648,18,35,1,0,5078.56,CUST00584,West Danielville
584,584,4/8/2019,Loaders (Wheeled),0.029616648,11,35,1,0,5078.56,CUST00585,Pagemouth
585,585,4/8/2019,invalid_data,0.029616648,28,35,1,0,5078.56,CUST00586,Jonathanmouth
586,586,4/8/2019,Compactors,0.029616648,28,35,1,0,5078.56,CUST00587,South Sara
587,587,4/8/2019,Tele Handlers ,0.029616648,40,35,1,0,5078.56,CUST00588,South Markhaven
588,588,4/9/2019,Backhoe Loader,0.024112317,15,35,1,0,5078.56,CUST00589,Anthonyhaven
589,589,4/9/2019,Excavators(crawler),0.024112317,23,35,1,0,5078.56,CUST00590,Maryburgh
590,590,,Loaders (Wheeled),0.024112317,10,35,1,0,5078.56,CUST00591,East Saraview
591,591,4/9/2019,Skid Steer Loaders,0.024112317,0,35,1,0,5078.56,CUST00592,New Shannon
592,592,4/9/2019,Compactors,0.024112317,27,35,1,0,5078.56,CUST00593,Downschester
593,593,4/9/2019,Tele Handlers ,0.024112317,1,35,1,0,5078.56,CUST00594,East Alexander
594,594,Backhoe Loader,4/10/2019,0.0310465,3503,35000,1,0,5078.56,CUST00595,East Nicole
595,595,4/10/2019,Excavators(crawler),0.0310465,20,35,1,0,5078.56,CUST00596,Rodriguezborough
596,596,4/10/2019,Loaders (Wheeled),0.0310465,32,35,1,0,5078.56,CUST00597,New Aliciamouth
597,597,4/10/2019,Skid Steer Loaders,0.0310465,24,35,1,0,5078.56,CUST00598,Lake Charles
598,598,4/10/2019,Compactors,0.0310465,39,35,1,0,5078.56,CUST00599,North Samantha
599,599,4/10/2019,Tele Handlers ,0.0310465,29,35,1,0,5078.56,CUST00600,New Brittany
600,600,3/15/2025,invalid_data,-0.037721796,-3,35,1,0,5078.56,CUST00601,South Susanfurt
601,601,4/11/2019,Excavators(crawler),0.037721796,24,35,1,0,5078.56,CUST00602,New Matthewfort
602,602,4/11/2019,Loaders (Wheeled),0.037721796,38,35,1,0,5078.56,CUST00603,East Briannaside
603,603,4/11/2019,Skid Steer Loaders,0.037721796,14,35,1,0,5078.56,CUST00604,Jessicahaven
604,604,4/11/2019,Compactors,0.037721796,22,35,1,0,5078.56,CUST00605,Whiteborough
605,605,4/11/2019,Tele Handlers ,0.037721796,28,35,1,0,5078.56,CUST00606,Santosberg
606,606,4/12/2019,Backhoe Loader,0.035710445,23,35,1,0,5078.56,CUST00607,Port Rachel
607,607,4/12/2019,Excavators(crawler),0.035710445,18,35,1,0,5078.56,CUST00608,East Gabriellamouth
608,608,4/12/2019,Loaders (Wheeled),0.035710445,32,35,1,0,5078.56,CUST00609,Taylorberg
609,609,4/12/2019,Skid Steer Loaders,0.035710445,29,35,1,0,5078.56,CUST00610,Ericaton
610,610,,Compactors,0.035710445,18,35,1,0,5078.56,CUST00611,Ritahaven
611,611,4/12/2019,Tele Handlers ,0.035710445,25,35,1,0,5078.56,CUST00612,Jeremyberg
612,612,4/13/2019,Backhoe Loader,0.028760331,3517,35000,1,0,5078.56,CUST00613,North Anthonyberg
613,613,4/13/2019,Excavators(crawler),0.028760331,9,35,1,0,5078.56,CUST00614,New Frankton
614,614,4/13/2019,Loaders (Wheeled),0.028760331,13,35,1,0,5078.56,CUST00615,Jimenezside
615,615,4/13/2019,invalid_data,0.028760331,27,35,1,0,5078.56,CUST00616,Lake Sherriside
616,616,Compactors,4/13/2019,0.028760331,-2,35,1,0,5078.56,CUST00617,Greenstad
617,617,4/13/2019,Tele Handlers ,0.028760331,19,35,1,0,5078.56,CUST00618,Millerview
618,618,4/14/2019,Backhoe Loader,0.026968037,3,35,1,0,5078.56,CUST00619,Barbaramouth
619,619,4/14/2019,Excavators(crawler),0.026968037,26,35,1,0,5078.56,CUST00620,Gregoryberg
620,620,,Loaders (Wheeled),-0.026968037,6,35,1,0,5078.56,CUST00621,New Micheleberg
621,621,4/14/2019,Skid Steer Loaders,0.026968037,24,35,1,0,5078.56,CUST00622,Martinland
622,622,4/14/2019,Compactors,0.026968037,8,35,1,0,5078.56,CUST00623,East Katrina
623,623,4/14/2019,Tele Handlers ,0.026968037,14,35,1,0,5078.56,CUST00624,Mccarthymouth
624,624,4/15/2019,Backhoe Loader,0.030620333,1,35,1,0,5078.56,CUST00625,East Robertburgh
625,625,3/15/2025,Excavators(crawler),0.030620333,33,35,1,0,5078.56,CUST00626,East Laurenchester
626,626,4/15/2019,Loaders (Wheeled),0.030620333,23,35,1,0,5078.56,CUST00627,South Peterland
627,627,4/15/2019,Skid Steer Loaders,0.030620333,13,35,1,0,5078.56,CUST00628,Cheyennehaven
628,628,4/15/2019,Compactors,0.030620333,17,35,1,0,5078.56,CUST00629,Oconnorburgh
629,629,4/15/2019,Tele Handlers ,0.030620333,30,35,1,0,5078.56,CUST00630,Hardybury
630,630,,invalid_data,0.032464403,3511,35000,1,0,5078.56,CUST00631,Jacobsfurt
631,631,4/16/2019,Excavators(crawler),0.032464403,7,35,1,0,5078.56,CUST00632,Coleberg
632,632,4/16/2019,Loaders (Wheeled),0.032464403,23,35,1,0,5078.56,CUST00633,Meredithbury
633,633,4/16/2019,Skid Steer Loaders,0.032464403,13,35,1,0,5078.56,CUST00634,Wrightmouth
634,634,4/16/2019,Compactors,0.032464403,37,35,1,0,5078.56,CUST00635,Faulknerside
635,635,4/16/2019,Tele Handlers ,0.032464403,23,35,1,0,5078.56,CUST00636,New Claudiaborough
636,636,4/17/2019,Backhoe Loader,0.0378373,28,35,1,0,5078.56,CUST00637,East Sheenafurt
637,637,4/17/2019,Excavators(crawler),0.0378373,9,35,1,0,5078.56,CUST00638,New Kristi
638,638,Loaders (Wheeled),4/17/2019,0.0378373,4,35,1,0,5078.56,CUST00639,South Katherinetown
639,639,4/17/2019,Skid Steer Loaders,0.0378373,16,35,1,0,5078.56,CUST00640,Robinsonville
640,640,,Compactors,-0.0378373,-27,35,1,0,5078.56,CUST00641,Herreratown
641,641,4/17/2019,Tele Handlers ,0.0378373,25,35,1,0,5078.56,CUST00642,East Kariview
642,642,4/18/2019,Backhoe Loader,0.03203027,18,35,1,0,5078.56,CUST00643,Josephton
643,643,4/18/2019,Excavators(crawler),0.03203027,20,35,1,0,5078.56,CUST00644,Brittanyborough
644,644,4/18/2019,Loaders (Wheeled),0.03203027,18,35,1,0,5078.56,CUST00645,Reedport
645,645,4/18/2019,invalid_data,0.03203027,24,35,1,0,5078.56,CUST00646,Reynoldsport
646,646,4/18/2019,Compactors,0.03203027,29,35,1,0,5078.56,CUST00647,Port Susanburgh
647,647,4/18/2019,Tele Handlers ,0.03203027,5,35,1,0,5078.56,CUST00648,Wilsonhaven
648,648,4/19/2019,Backhoe Loader,0.029959176,3524,35000,1,0,5078.56,CUST00649,Julieton
649,649,4/19/2019,Excavators(crawler),0.029959176,21,35,1,0,5078.56,CUST00650,Port Miguel
650,650,3/15/2025,Loaders (Wheeled),0.029959176,24,35,1,0,5078.56,CUST00651,Lake Aaronburgh
651,651,4/19/2019,Skid Steer Loaders,0.029959176,4,35,1,0,5078.56,CUST00652,Lake Stephen
652,652,4/19/2019,Compactors,0.029959176,17,35,1,0,5078.56,CUST00653,East Veronica
653,653,4/19/2019,Tele Handlers ,0.029959176,15,35,1,0,5078.56,CUST00654,South Sean
654,654,4/20/2019,Backhoe Loader,0.034874042,31,35,1,0,5078.56,CUST00655,South Mary
655,655,4/20/2019,Excavators(crawler),0.034874042,6,35,1,0,5078.56,CUST00656,East Amandaville
656,656,4/20/2019,Loaders (Wheeled),0.034874042,-4,35,1,0,5078.56,CUST00657,Martinside
657,657,4/20/2019,Skid Steer Loaders,0.034874042,2,35,1,0,5078.56,CUST00658,Jaredborough
658,658,4/20/2019,Compactors,0.034874042,15,35,1,0,5078.56,CUST00659,South Patty
659,659,4/20/2019,Tele Handlers ,0.034874042,17,35,1,0,5078.56,CUST00660,New Wendy
660,660,invalid_data,,-0.02726277,-27,35,1,0,5078.56,CUST00661,South Michelleton
661,661,4/21/2019,Excavators(crawler),0.02726277,20,35,1,0,5078.56,CUST00662,Christianberg
662,662,4/21/2019,Loaders (Wheeled),0.02726277,31,35,1,0,5078.56,CUST00663,East Jeffreytown
663,663,4/21/2019,Skid Steer Loaders,0.02726277,13,35,1,0,5078.56,CUST00664,Robinfurt
664,664,4/21/2019,Compactors,0.02726277,5,35,1,0,5078.56,CUST00665,Danieltown
665,665,4/21/2019,Tele Handlers ,0.02726277,4,35,1,0,5078.56,CUST00666,Berryberg
666,666,4/22/2019,Backhoe Loader,0.029110823,3515,35000,1,0,5078.56,CUST00667,Maryberg
667,667,4/22/2019,Excavators(crawler),0.029110823,21,35,1,0,5078.56,CUST00668,Lopezview
668,668,4/22/2019,Loaders (Wheeled),0.029110823,20,35,1,0,5078.56,CUST00669,Courtneymouth
669,669,4/22/2019,Skid Steer Loaders,0.029110823,11,35,1,0,5078.56,CUST00670,South Micheleside
670,670,,Compactors,0.029110823,17,35,1,0,5078.56,CUST00671,Port Ryan
671,671,4/22/2019,Tele Handlers ,0.029110823,40,35,1,0,5078.56,CUST00672,Natashabury
672,672,4/23/2019,Backhoe Loader,0.027370308,23,35,1,0,5078.56,CUST00673,Oscarborough
673,673,4/23/2019,Excavators(crawler),0.027370308,18,35,1,0,5078.56,CUST00674,North Bobbyfort
674,674,4/23/2019,Loaders (Wheeled),0.027370308,31,35,1,0,5078.56,CUST00675,North Davidmouth
675,675,3/15/2025,invalid_data,0.027370308,9,35,1,0,5078.56,CUST00676,Lake Suzannechester
676,676,4/23/2019,Compactors,0.027370308,18,35,1,0,5078.56,CUST00677,Andreahaven
677,677,4/23/2019,Tele Handlers ,0.027370308,9,35,1,0,5078.56,CUST00678,West Brendafort
678,678,4/24/2019,Backhoe Loader,0.033687145,3,35,1,0,5078.56,CUST00679,Michelleside
679,679,4/24/2019,Excavators(crawler),0.033687145,2,35,1,0,5078.56,CUST00680,Johnsontown
680,680,,Loaders (Wheeled),-0.033687145,-19,35,1,0,5078.56,CUST00681,New Natasha
681,681,4/24/2019,Skid Steer Loaders,0.033687145,24,35,1,0,5078.56,CUST00682,Julieport
682,682,Compactors,4/24/2019,0.033687145,33,35,1,0,5078.56,CUST00683,Teresastad
683,683,4/24/2019,Tele Handlers ,0.033687145,22,35,1,0,5078.56,CUST00684,Lake Gary
684,684,4/25/2019,Backhoe Loader,0.037494772,3501,35000,1,0,5078.56,CUST00685,Keithborough
685,685,4/25/2019,Excavators(crawler),0.037494772,20,35,1,0,5078.56,CUST00686,Kellyhaven
686,686,4/25/2019,Loaders (Wheeled),0.037494772,15,35,1,0,5078.56,CUST00687,West Stevenview
687,687,4/25/2019,Skid Steer Loaders,0.037494772,10,35,1,0,5078.56,CUST00688,Dickersonbury
688,688,4/25/2019,Compactors,0.037494772,11,35,1,0,5078.56,CUST00689,East Michelleville
689,689,4/25/2019,Tele Handlers ,0.037494772,18,35,1,0,5078.56,CUST00690,South Courtneybury
690,690,,invalid_data,0.035355969,20,35,1,0,5078.56,CUST00691,Krauseville
691,691,4/26/2019,Excavators(crawler),0.035355969,0,35,1,0,5078.56,CUST00692,Hollymouth
692,692,4/26/2019,Loaders (Wheeled),0.035355969,27,35,1,0,5078.56,CUST00693,North Paula
693,693,4/26/2019,Skid Steer Loaders,0.035355969,16,35,1,0,5078.56,CUST00694,Karenland
694,694,4/26/2019,Compactors,0.035355969,38,35,1,0,5078.56,CUST00695,Michaelchester
695,695,4/26/2019,Tele Handlers ,0.035355969,33,35,1,0,5078.56,CUST00696,Pamelaside
696,696,4/27/2019,Backhoe Loader,0.036180424,28,35,1,0,5078.56,CUST00697,South Robertmouth
697,697,4/27/2019,Excavators(crawler),0.036180424,18,35,1,0,5078.56,CUST00698,Thomasview
698,698,4/27/2019,Loaders (Wheeled),0.036180424,8,35,1,0,5078.56,CUST00699,Watsonhaven
699,699,4/27/2019,Skid Steer Loaders,0.036180424,49,35,1,0,5078.56,CUST00700,Edwardberg
700,700,3/15/2025,Compactors,-0.036180424,0,35,1,0,5078.56,CUST00701,Cameronshire
701,701,4/27/2019,Tele Handlers ,0.036180424,14,35,1,0,5078.56,CUST00702,Riverabury
702,702,4/28/2019,Backhoe Loader,0.039784925,3524,35000,1,0,5078.56,CUST00703,South Tamara
703,703,4/28/2019,Excavators(crawler),0.039784925,16,35,1,0,5078.56,CUST00704,West Curtis
704,704,Loaders (Wheeled),4/28/2019,0.039784925,8,35,1,0,5078.56,CUST00705,Murraymouth
705,705,4/28/2019,invalid_data,0.039784925,29,35,1,0,5078.56,CUST00706,Stephanieborough
706,706,4/28/2019,Compactors,0.039784925,34,35,1,0,5078.56,CUST00707,Schneiderborough
707,707,4/28/2019,Tele Handlers ,0.039784925,12,35,1,0,5078.56,CUST00708,New Davidville
708,708,4/29/2019,Backhoe Loader,0.039605696,15,35,1,0,5078.56,CUST00709,North Kennethfort
709,709,4/29/2019,Excavators(crawler),0.039605696,10,35,1,0,5078.56,CUST00710,Port Tracyburgh
710,710,,Loaders (Wheeled),0.039605696,35,35,1,0,5078.56,CUST00711,Annettestad
711,711,4/29/2019,Skid Steer Loaders,0.039605696,34,35,1,0,5078.56,CUST00712,North Kayla
712,712,4/29/2019,Compactors,0.039605696,24,35,1,0,5078.56,CUST00713,South Erikaview
713,713,4/29/2019,Tele Handlers ,0.039605696,14,35,1,0,5078.56,CUST00714,Matthewfort
714,714,4/30/2019,Backhoe Loader,0.031914767,15,35,1,0,5078.56,CUST00715,Alexisside
715,715,4/30/2019,Excavators(crawler),0.031914767,11,35,1,0,5078.56,CUST00716,Mitchellville
716,716,4/30/2019,Loaders (Wheeled),0.031914767,15,35,1,0,5078.56,CUST00717,Joanview
717,717,4/30/2019,Skid Steer Loaders,0.031914767,21,35,1,0,5078.56,CUST00718,Richmondton
718,718,4/30/2019,Compactors,0.031914767,17,35,1,0,5078.56,CUST00719,Douglashaven
719,719,4/30/2019,Tele Handlers ,0.031914767,8,35,1,0,5078.56,CUST00720,Lake Madison
720,720,,invalid_data,-0.034463806,3476,35000,1,0,5078.56,CUST00721,Riveramouth
721,721,5/1/2019,Excavators(crawler),0.034463806,3,35,1,0,5078.56,CUST00722,Andrewton
722,722,5/1/2019,Loaders (Wheeled),0.034463806,22,35,1,0,5078.56,CUST00723,Albertstad
723,723,5/1/2019,Skid Steer Loaders,0.034463806,32,35,1,0,5078.56,CUST00724,Santiagomouth
724,724,5/1/2019,Compactors,0.034463806,20,35,1,0,5078.56,CUST00725,New Jacquelinechester
725,725,3/15/2025,Tele Handlers ,0.034463806,14,35,1,0,5078.56,CUST00726,Brownland
726,726,Backhoe Loader,5/2/2019,0.038629891,30,35,1,0,5078.56,CUST00727,East Ryanport
727,727,5/2/2019,Excavators(crawler),0.038629891,15,35,1,0,5078.56,CUST00728,Robertaberg
728,728,5/2/2019,Loaders (Wheeled),0.038629891,27,35,1,0,5078.56,CUST00729,Abigailtown
729,729,5/2/2019,Skid Steer Loaders,0.038629891,19,35,1,0,5078.56,CUST00730,East Kristiefort
730,730,,Compactors,0.038629891,5,35,1,0,5078.56,CUST00731,West Lisaview
731,731,5/2/2019,Tele Handlers ,0.038629891,34,35,1,0,5078.56,CUST00732,South Sydney
732,732,5/3/2019,Backhoe Loader,0.025637758,35,35,1,0,5078.56,CUST00733,Garyfort
733,733,5/3/2019,Excavators(crawler),0.025637758,18,35,1,0,5078.56,CUST00734,East Josephview
734,734,5/3/2019,Loaders (Wheeled),0.025637758,24,35,1,0,5078.56,CUST00735,Chadborough
735,735,5/3/2019,invalid_data,0.025637758,35,35,1,0,5078.56,CUST00736,Wilsonberg
736,736,5/3/2019,Compactors,0.025637758,5,35,1,0,5078.56,CUST00737,Smithville
737,737,5/3/2019,Tele Handlers ,0.025637758,3,35,1,0,5078.56,CUST00738,Elizabethside
738,738,5/4/2019,Backhoe Loader,0.028812108,3505,35000,1,0,5078.56,CUST00739,Alexanderberg
739,739,5/4/2019,Excavators(crawler),0.028812108,14,35,1,0,5078.56,CUST00740,North Nathanside
740,740,,Loaders (Wheeled),-0.028812108,-7,35,1,0,5078.56,CUST00741,Richardton
741,741,5/4/2019,Skid Steer Loaders,0.028812108,0,35,1,0,5078.56,CUST00742,Tylertown
742,742,5/4/2019,Compactors,0.028812108,11,35,1,0,5078.56,CUST00743,Vasquezview
743,743,5/4/2019,Tele Handlers ,0.028812108,23,35,1,0,5078.56,CUST00744,Danielfurt
744,744,5/5/2019,Backhoe Loader,0.03216967,12,35,1,0,5078.56,CUST00745,Lake Josephhaven
745,745,5/5/2019,Excavators(crawler),0.03216967,7,35,1,0,5078.56,CUST00746,Toddview
746,746,5/5/2019,Loaders (Wheeled),0.03216967,25,35,1,0,5078.56,CUST00747,Port Connorburgh
747,747,5/5/2019,Skid Steer Loaders,0.03216967,18,35,1,0,5078.56,CUST00748,New Keithberg
748,748,Compactors,5/5/2019,0.03216967,24,35,1,0,5078.56,CUST00749,Lake Christopher
749,749,5/5/2019,Tele Handlers ,0.03216967,25,35,1,0,5078.56,CUST00750,South Jenniferton
750,750,3/15/2025,invalid_data,0.030429155,21,35,1,0,5078.56,CUST00751,Jeanneburgh
751,751,5/6/2019,Excavators(crawler),0.030429155,25,35,1,0,5078.56,CUST00752,Shannonbury
752,752,5/6/2019,Loaders (Wheeled),0.030429155,37,35,1,0,5078.56,CUST00753,Johnsonshire
753,753,5/6/2019,Skid Steer Loaders,0.030429155,12,35,1,0,5078.56,CUST00754,North Robertside
754,754,5/6/2019,Compactors,0.030429155,12,35,1,0,5078.56,CUST00755,Markshire
755,755,5/6/2019,Tele Handlers ,0.030429155,13,35,1,0,5078.56,CUST00756,Markside
756,756,5/7/2019,Backhoe Loader,0.032918451,3516,35000,1,0,5078.56,CUST00757,Marcomouth
757,757,5/7/2019,Excavators(crawler),0.032918451,24,35,1,0,5078.56,CUST00758,Walkerport
758,758,5/7/2019,Loaders (Wheeled),0.032918451,3,35,1,0,5078.56,CUST00759,Caitlinbury
759,759,5/7/2019,Skid Steer Loaders,0.032918451,31,35,1,0,5078.56,CUST00760,South Ashleyview
760,760,,Compactors,-0.032918451,-18,35,1,0,5078.56,CUST00761,Martinezberg
761,761,5/7/2019,Tele Handlers ,0.032918451,7,35,1,0,5078.56,CUST00762,Martinville
762,762,5/8/2019,Backhoe Loader,0.029616648,14,35,1,0,5078.56,CUST00763,Port Kimberly
763,763,5/8/2019,Excavators(crawler),0.029616648,24,35,1,0,5078.56,CUST00764,New Paulport
764,764,5/8/2019,Loaders (Wheeled),0.029616648,15,35,1,0,5078.56,CUST00765,Michaelside
765,765,5/8/2019,invalid_data,0.029616648,7,35,1,0,5078.56,CUST00766,Kevinshire
766,766,5/8/2019,Compactors,0.029616648,17,35,1,0,5078.56,CUST00767,Lopezside
767,767,5/8/2019,Tele Handlers ,0.029616648,-2,35,1,0,5078.56,CUST00768,Christopherborough
768,768,5/9/2019,Backhoe Loader,0.024112317,9,35,1,0,5078.56,CUST00769,Danielchester
769,769,5/9/2019,Excavators(crawler),0.024112317,17,35,1,0,5078.56,CUST00770,Ericksonbury
770,770,Loaders (Wheeled),,0.024112317,21,35,1,0,5078.56,CUST00771,Phillipsbury
771,771,5/9/2019,Skid Steer Loaders,0.024112317,11,35,1,0,5078.56,CUST00772,Port Drew
772,772,5/9/2019,Compactors,0.024112317,4,35,1,0,5078.56,CUST00773,Thomasbury
773,773,5/9/2019,Tele Handlers ,0.024112317,19,35,1,0,5078.56,CUST00774,Teresafort
774,774,5/10/2019,Backhoe Loader,0.0310465,3513,35000,1,0,5078.56,CUST00775,Michaelborough
775,775,3/15/2025,Excavators(crawler),0.0310465,25,35,1,0,5078.56,CUST00776,West Tracy
776,776,5/10/2019,Loaders (Wheeled),0.0310465,16,35,1,0,5078.56,CUST00777,Lake Johnhaven
777,777,5/10/2019,Skid Steer Loaders,0.0310465,26,35,1,0,5078.56,CUST00778,Lake Mary
778,778,5/10/2019,Compactors,0.0310465,21,35,1,0,5078.56,CUST00779,Port Samantha
779,779,5/10/2019,Tele Handlers ,0.0310465,18,35,1,0,5078.56,CUST00780,Kimberlyland
780,780,,invalid_data,-0.037721796,-4,35,1,0,5078.56,CUST00781,West Jay
781,781,5/11/2019,Excavators(crawler),0.037721796,22,35,1,0,5078.56,CUST00782,East Jennifertown
782,782,5/11/2019,Loaders (Wheeled),0.037721796,35,35,1,0,5078.56,CUST00783,Lake Shawn
783,783,5/11/2019,Skid Steer Loaders,0.037721796,20,35,1,0,5078.56,CUST00784,Lake Dustinmouth
784,784,5/11/2019,Compactors,0.037721796,34,35,1,0,5078.56,CUST00785,South Melissa
785,785,5/11/2019,Tele Handlers ,0.037721796,28,35,1,0,5078.56,CUST00786,Stevenview
786,786,5/12/2019,Backhoe Loader,0.035710445,27,35,1,0,5078.56,CUST00787,Reynoldsshire
787,787,5/12/2019,Excavators(crawler),0.035710445,22,35,1,0,5078.56,CUST00788,North Shirleystad
788,788,5/12/2019,Loaders (Wheeled),0.035710445,15,35,1,0,5078.56,CUST00789,New Michael
789,789,5/12/2019,Skid Steer Loaders,0.035710445,2,35,1,0,5078.56,CUST00790,Marshalltown
790,790,,Compactors,0.035710445,26,35,1,0,5078.56,CUST00791,Port Emily
791,791,5/12/2019,Tele Handlers ,0.035710445,22,35,1,0,5078.56,CUST00792,Lake Josephberg
792,792,Backhoe Loader,5/13/2019,0.028760331,3506,35000,1,0,5078.56,CUST00793,North Jenniferview
793,793,5/13/2019,Excavators(crawler),0.028760331,10,35,1,0,5078.56,CUST00794,Schroedertown
794,794,5/13/2019,Loaders (Wheeled),0.028760331,25,35,1,0,5078.56,CUST00795,Danielburgh
795,795,5/13/2019,invalid_data,0.028760331,20,35,1,0,5078.56,CUST00796,North Willie
796,796,5/13/2019,Compactors,0.028760331,13,35,1,0,5078.56,CUST00797,New Gregory
797,797,5/13/2019,Tele Handlers ,0.028760331,19,35,1,0,5078.56,CUST00798,Chelseytown
798,798,5/14/2019,Backhoe Loader,0.026968037,16,35,1,0,5078.56,CUST00799,Douglasberg
799,799,5/14/2019,Excavators(crawler),0.026968037,19,35,1,0,5078.56,CUST00800,Antonioside
800,800,3/15/2025,Loaders (Wheeled),-0.026968037,-4,35,1,0,5078.56,CUST00801,Barnesborough
801,801,5/14/2019,Skid Steer Loaders,0.026968037,14,35,1,0,5078.56,CUST00802,Port Ryanville
802,802,5/14/2019,Compactors,0.026968037,23,35,1,0,5078.56,CUST00803,Jamiebury
803,803,5/14/2019,Tele Handlers ,0.026968037,22,35,1,0,5078.56,CUST00804,Blackwellbury
804,804,5/15/2019,Backhoe Loader,0.030620333,12,35,1,0,5078.56,CUST00805,Lamfurt
805,805,5/15/2019,Excavators(crawler),0.030620333,10,35,1,0,5078.56,CUST00806,West Anthonyfort
806,806,5/15/2019,Loaders (Wheeled),0.030620333,36,35,1,0,5078.56,CUST00807,East Diane
807,807,5/15/2019,Skid Steer Loaders,0.030620333,32,35,1,0,5078.56,CUST00808,New Jillberg
808,808,5/15/2019,Compactors,0.030620333,11,35,1,0,5078.56,CUST00809,Port Brianland
809,809,5/15/2019,Tele Handlers ,0.030620333,20,35,1,0,5078.56,CUST00810,South Jenniferchester
810,810,,invalid_data,0.032464403,3533,35000,1,0,5078.56,CUST00811,Riostown
811,811,5/16/2019,Excavators(crawler),0.032464403,11,35,1,0,5078.56,CUST00812,South Jennifer
812,812,5/16/2019,Loaders (Wheeled),0.032464403,20,35,1,0,5078.56,CUST00813,Underwoodhaven
813,813,5/16/2019,Skid Steer Loaders,0.032464403,10,35,1,0,5078.56,CUST00814,Campbellchester
814,814,Compactors,5/16/2019,0.032464403,19,35,1,0,5078.56,CUST00815,Markmouth
815,815,5/16/2019,Tele Handlers ,0.032464403,21,35,1,0,5078.56,CUST00816,Danielmouth
816,816,5/17/2019,Backhoe Loader,0.0378373,28,35,1,0,5078.56,CUST00817,North Jennifer
817,817,5/17/2019,Excavators(crawler),0.0378373,16,35,1,0,5078.56,CUST00818,Port David
818,818,5/17/2019,Loaders (Wheeled),0.0378373,12,35,1,0,5078.56,CUST00819,South Karashire
819,819,5/17/2019,Skid Steer Loaders,0.0378373,33,35,1,0,5078.56,CUST00820,Johnfurt
820,820,,Compactors,-0.0378373,1,35,1,0,5078.56,CUST00821,Lake Bobbyhaven
821,821,5/17/2019,Tele Handlers ,0.0378373,16,35,1,0,5078.56,CUST00822,Wheelerland
822,822,5/18/2019,Backhoe Loader,0.03203027,3,35,1,0,5078.56,CUST00823,Jacobschester
823,823,5/18/2019,Excavators(crawler),0.03203027,11,35,1,0,5078.56,CUST00824,Katieborough
824,824,5/18/2019,Loaders (Wheeled),0.03203027,29,35,1,0,5078.56,CUST00825,Cartermouth
825,825,3/15/2025,invalid_data,0.03203027,4,35,1,0,5078.56,CUST00826,Hollandfort
826,826,5/18/2019,Compactors,0.03203027,9,35,1,0,5078.56,CUST00827,Port Cynthia
827,827,5/18/2019,Tele Handlers ,0.03203027,17,35,1,0,5078.56,CUST00828,South Julieport
828,828,5/19/2019,Backhoe Loader,0.029959176,3514,35000,1,0,5078.56,CUST00829,Jacksonville
829,829,5/19/2019,Excavators(crawler),0.029959176,5,35,1,0,5078.56,CUST00830,Watsonshire
830,830,,Loaders (Wheeled),0.029959176,21,35,1,0,5078.56,CUST00831,Port Richard
831,831,5/19/2019,Skid Steer Loaders,0.029959176,39,35,1,0,5078.56,CUST00832,Obrienbury
832,832,5/19/2019,Compactors,0.029959176,10,35,1,0,5078.56,CUST00833,East Katelynfort
833,833,5/19/2019,Tele Handlers ,0.029959176,32,35,1,0,5078.56,CUST00834,Carlsonport
834,834,5/20/2019,Backhoe Loader,0.034874042,25,35,1,0,5078.56,CUST00835,Sethstad
835,835,5/20/2019,Excavators(crawler),0.034874042,27,35,1,0,5078.56,CUST00836,Hickmanborough
836,836,Loaders (Wheeled),5/20/2019,0.034874042,13,35,1,0,5078.56,CUST00837,Dominguezchester
837,837,5/20/2019,Skid Steer Loaders,0.034874042,29,35,1,0,5078.56,CUST00838,Gordonmouth
838,838,5/20/2019,Compactors,0.034874042,25,35,1,0,5078.56,CUST00839,Andersonfort
839,839,5/20/2019,Tele Handlers ,0.034874042,24,35,1,0,5078.56,CUST00840,Patriciabury
